,pubmedID,title,fullAuthorEdited
332,35570298,NSAID use and clinical outcomes in COVID-19 patients: a 38-center retrospective cohort study.,'Justin T Reese' 'Ben Coleman' 'Lauren Chan' 'Hannah Blau' 'Tiffany J Callahan' 'Luca Cappelletti' 'Tommaso Fontana' 'Katie R Bradwell' 'Nomi L Harris' 'Elena Casiraghi' 'Giorgio Valentini' 'Guy Karlebach' 'Rachel Deer' 'Julie A McMurry' 'Melissa A Haendel' 'Christopher G Chute' 'Emily Pfaff' 'Richard Moffitt' 'Heidi Spratt' 'Jasvinder A Singh' 'Christopher J Mungall' 'Andrew E Williams' 'Peter N Robinson'
333,35612126,Towards the Improvement of Clinical Guidelines Based on Real World Data.,'Elisa Henke' 'Ines Reinecke' 'Michele Zoch' 'Martin Sedlmayr' 'Franziska Bathelt'
334,35612110,Beyond the Brain: MIDS Extends BIDS to Multiple Modalities and Anatomical Regions.,'Jose Manuel Saborit-Torres' 'Silvia Nadal-Almela' 'Joaquim Angel Montell-Serrano' 'Elena Oliver-Garcia' 'Hector Carceller' 'Jon Ander Gomez-Adrian' 'Marisa Caparros-Redondo' 'Francisco Garcia-Garcia' 'Julio Domenech-Fernandez' 'Maria De La Iglesia-Vaya'
335,35612079,Usability of OMOP Common Data Model for Detailed Lab Microbiology Results.,'Emmanuelle Theron' 'Jean-Francois Gorse' 'Xavier Gansel'
336,35589253,"""Beyond MELD"" - Emerging strategies and technologies for improving mortality prediction, organ allocation and outcomes in liver transplantation.",'Jin Ge' 'W Ray Kim' 'Jennifer C Lai' 'Allison J Kwong'
337,35576979,Applying the OMOP Common Data Model to Facilitate Benefit-Risk Assessments of Medicinal Products Using Real-World Data from Singapore and South Korea.,'Hui Xing Tan' 'Desmond Chun Hwee Teo' 'Dongyun Lee' 'Chungsoo Kim' 'Jing Wei Neo' 'Cynthia Sung' 'Haroun Chahed' 'Pei San Ang' 'Doreen Su Yin Tan' 'Rae Woong Park' 'Sreemanee Raaj Dorajoo'
338,35570696,Heart Failure and Stroke Risks in Users of Liothyronine With or Without Levothyroxine Compared with Levothyroxine Alone: A Propensity Score-Matched Analysis.,'Wook Yi' 'Bo Hyun Kim' 'Mijin Kim' 'Jinmi Kim' 'Myungsoo Im' 'Soree Ryang' 'Eun Heui Kim' 'Yun Kyung Jeon' 'Sang Soo Kim' 'In Joo Kim'
339,35511233,Inclusion of social determinants of health improves sepsis readmission prediction models.,'Fatemeh Amrollahi' 'Supreeth P Shashikumar' 'Angela Meier' 'Lucila Ohno-Machado' 'Shamim Nemati' 'Gabriel Wardi'
340,35460296,"Haematology Outcomes Network in Europe (HONEUR)-A collaborative, interdisciplinary platform to harness the potential of real-world data in hematology.",'Kristina Bardenheuer' 'Michel Van Speybroeck' 'Clare Hague' 'Enkeleida Nikai' 'Martin Price'
341,35435957,Harmonizing units and values of quantitative data elements in a very large nationally pooled electronic health record (EHR) dataset.,'Katie R Bradwell' 'Jacob T Wooldridge' 'Benjamin Amor' 'Tellen D Bennett' 'Adit Anand' 'Carolyn Bremer' 'Yun Jae Yoo' 'Zhenglong Qian' 'Steven G Johnson' 'Emily R Pfaff' 'Andrew T Girvin' 'Amin Manna' 'Emily A Niehaus' 'Stephanie S Hong' 'Xiaohan Tanner Zhang' 'Richard L Zhu' 'Mark Bissell' 'Nabeel Qureshi' 'Joel Saltz' 'Melissa A Haendel' 'Christopher G Chute' 'Harold P Lehmann' 'Richard A Moffitt'
342,35606846,Impact of pitavastatin on new-onset diabetes mellitus compared to atorvastatin and rosuvastatin: a distributed network analysis of 10 real-world databases.,'Won-Woo Seo' 'Seung In Seo' 'Yerim Kim' 'Jong Jin Yoo' 'Woon Geon Shin' 'Jinseob Kim' 'Seng Chan You' 'Rae Woong Park' 'Young Min Park' 'Kyung-Jin Kim' 'Sang Youl Rhee' 'Meeyoung Park' 'Eun-Sun Jin' 'Sung Eun Kim'
343,35593971,Training prediction models for individual risk assessment of postoperative complications after surgery for colorectal cancer.,'V Lin' 'A Tsouchnika' 'E Allakhverdiiev' 'A W Rosen' 'M Gogenur' 'J S R Clausen' 'K B Brauner' 'J S Walbech' 'P Rijnbeek' 'I Drakos' 'I Gogenur'
344,35579818,Using Iterative Pairwise External Validation to Contextualize Prediction Model Performance: A Use Case Predicting 1-Year Heart Failure Risk in Patients with Diabetes Across Five Data Sources.,'Ross D Williams' 'Jenna M Reps' 'Jan A Kors' 'Patrick B Ryan' 'Ewout Steyerberg' 'Katia M Verhamme' 'Peter R Rijnbeek'
345,35576963,Venous or arterial thrombosis and deaths among COVID-19 cases: a European network cohort study.,'Edward Burn' 'Talita Duarte-Salles' 'Sergio Fernandez-Bertolin' 'Carlen Reyes' 'Kristin Kostka' 'Antonella Delmestri' 'Peter Rijnbeek' 'Katia Verhamme' 'Daniel Prieto-Alhambra'
346,35653017,Phenotype Algorithms for the Identification and Characterization of Vaccine-Induced Thrombotic Thrombocytopenia in Real World Data: A Multinational Network Cohort Study.,'Azza Shoaibi' 'Gowtham A Rao' 'Erica A Voss' 'Anna Ostropolets' 'Miguel Angel Mayer' 'Juan Manuel Ramirez-Anguita' 'Filip Maljkovic' 'Biljana Carevic' 'Scott Horban' 'Daniel R Morales' 'Talita Duarte-Salles' 'Clement Fraboulet' 'Tanguy Le Carrour' 'Spiros Denaxas' 'Vaclav Papez' 'Luis H John' 'Peter R Rijneek' 'Evan Minty' 'Thamir M Alshammari' 'Rupa Makadia' 'Clair Blacketer' 'Frank DeFalco' 'Anthony G Sena' 'Marc A Suchard' 'Daniel Prieto-Alhambra' 'Patrick B Ryan'
347,35680274,"Large-scale evidence generation and evaluation across a network of databases for type 2 diabetes mellitus (LEGEND-T2DM): a protocol for a series of multinational, real-world comparative cardiovascular effectiveness and safety studies.",'Rohan Khera' 'Martijn J Schuemie' 'Yuan Lu' 'Anna Ostropolets' 'RuiJun Chen' 'George Hripcsak' 'Patrick B Ryan' 'Harlan M Krumholz' 'Marc A Suchard'
348,35673206,A Natural Language Processing Tool Offering Data Extraction for COVID-19 Related Information (DECOVRI).,'Paul M Heider' 'Ronak M Pipaliya' 'Stephane M Meystre'
349,35672974,Translating the Observational Medical Outcomes Partnership - Common Data Model (OMOP-CDM) Electronic Health Records to an OWL Ontology.,'Lamy Jean-Baptiste' 'Abdelmalek Mouazer' 'Karima Sedki' 'Rosy Tsopra'
350,35672970,A Multi-Omics Common Data Model for Primary Immunodeficiencies.,'Melanie Buy' 'William Digan' 'Xiaoyi Chen' 'Julien Husson' 'Mickael Menager' 'Frederic Rieux-Laucat' 'Nicolas Garcelon'
351,35685531,Time Trends and Treatment Pathways in Prescribing Individual Oral Anticoagulants in Patients with Nonvalvular Atrial Fibrillation: An Observational Study of More than Three Million Patients from Europe and the United States.,'Pareen Vora' 'Henry Morgan Stewart' 'Beth Russell' 'Alex Asiimwe' 'Gunnar Brobert'
352,35705182,Transforming Thyroid Cancer Diagnosis and Staging Information from Unstructured Reports to the Observational Medical Outcome Partnership Common Data Model.,'Sooyoung Yoo' 'Eunsil Yoon' 'Dachung Boo' 'Borham Kim' 'Seok Kim' 'Jin Chul Paeng' 'Ie Ryung Yoo' 'In Young Choi' 'Kwangsoo Kim' 'Hyun Gee Ryoo' 'Sun Jung Lee' 'Eunhye Song' 'Young-Hwan Joo' 'Junmo Kim' 'Ho-Young Lee'
353,35715561,Real-world treatment intensities and pathways of macular edema following retinal vein occlusion in Korea from Common Data Model in ophthalmology.,'Yongseok Mun' 'ChulHyoung Park' 'Da Yun Lee' 'Tong Min Kim' 'Ki Won Jin' 'Seok Kim' 'Yoo-Ri Chung' 'Kihwang Lee' 'Ji Hun Song' 'Young-Jung Roh' 'Donghyun Jee' 'Jin-Woo Kwon' 'Se Joon Woo' 'Kyu Hyung Park' 'Rae Woong Park' 'Sooyoung Yoo' 'Dong-Jin Chang' 'Sang Jun Park'
354,35728447,Development and external validation of prediction models for adverse health outcomes in rheumatoid arthritis: A multinational real-world cohort analysis.,'Cynthia Yang' 'Ross D Williams' 'Joel N Swerdel' 'Joao Rafael Almeida' 'Emily S Brouwer' 'Edward Burn' 'Loreto Carmona' 'Katerina Chatzidionysiou' 'Talita Duarte-Salles' 'Walid Fakhouri' 'Antje Hottgenroth' 'Meghna Jani' 'Raivo Kolde' 'Jan A Kors' 'Lembe Kullamaa' 'Jennifer Lane' 'Karine Marinier' 'Alexander Michel' 'Henry Morgan Stewart' 'Albert Prats-Uribe' 'Sulev Reisberg' 'Anthony G Sena' 'Carmen O Torre' 'Katia Verhamme' 'David Vizcaya' 'James Weaver' 'Patrick Ryan' 'Daniel Prieto-Alhambra' 'Peter R Rijnbeek'
355,35780114,Empirical assessment of alternative methods for identifying seasonality in observational healthcare data.,'Anthony Molinaro' 'Frank DeFalco'
356,35773924,An OHDSI ATLAS Extension to Support Feasibility Requests in a Research Network.,'Ines Reinecke' 'Mirko Gruhl' 'Martin Pinnau' 'Fatma Betul Altun' 'Michael Folz' 'Michele Zoch' 'Franziska Bathelt' 'Martin Sedlmayr'
357,35773820,Beyond the Brain: MIDS Extends BIDS to Multiple Modalities and Anatomical Regions.,'Jose Manuel Saborit-Torres' 'Silvia Nadal-Almela' 'Joaquim Angel Montell-Serrano' 'Elena Oliver-Garcia' 'Hector Carceller' 'Jon Ander Gomez-Adrian' 'Marisa Caparros-Redondo' 'Francisco Garcia-Garcia' 'Julio Domenech-Fernandez' 'Maria De La Iglesia-Vaya'
358,35786634,Methodological issues for using a common data model (CDM) of COVID-19 vaccine uptake and important adverse events of interest (AEIs): the Data and Connectivity COVID-19 Vaccines Pharmacovigilance (DaC-VaP) United Kingdom feasibility study.,'Gayathri Delanerolle' 'Robert Williams' 'Ana Stipancic' 'Rachel Byford' 'Anna Forbes' 'Sneha Anand' 'Declan Bradley' 'Ruby Tsang' 'Siobhan Murphy' 'Ashley Akbari' 'Stuart Bedston' 'Ronan Lyons' 'Rhiannon Owen' 'Jillian Beggs' 'Antony Chuter' 'Domnique Balharry' 'Mark Joy' 'Aziz Sheikh' 'F D Richard Hobbs' 'Simon de Lusignan'
359,35790207,Perceived Risk of Re-Identification in OMOP-CDM Database: A Cross-Sectional Survey.,'Yae Won Tak' 'Seng Chan You' 'Jeong Hyun Han' 'Soon-Seok Kim' 'Gi-Tae Kim' 'Yura Lee'
360,35810265,Hip Fracture Risk After Treatment with Tramadol or Codeine: An Observational Study.,'Erica A Voss' 'Saberi Rana Ali' 'Arun Singh' 'Peter R Rijnbeek' 'Martijn J Schuemie' 'Daniel Fife'
361,35482996,Characterizing Anchoring Bias in Vaccine Comparator Selection Due to Health Care Utilization With COVID-19 and Influenza: Observational Cohort Study.,'Anna Ostropolets' 'Patrick B Ryan' 'Martijn J Schuemie' 'George Hripcsak'
362,35849195,Developing prediction models for short-term mortality after surgery for colorectal cancer using a Danish national quality assurance database.,'Karoline B Brauner' 'Andreas W Rosen' 'Adamantia Tsouchnika' 'Julie S Walbech' 'Mikail Gogenur' 'Viviane A Lin' 'Johan S R Clausen' 'Ismail Gogenur'
363,35854720,Advancing Interoperability of Patient-level Social Determinants of Health Data to Support COVID-19 Research.,'Jimmy Phuong' 'Stephanie Hong' 'Matvey B Palchuk' 'Juan Espinoza' 'Daniella Meeker' 'David A Dorr' 'Galina Lozinski' 'Charisse Madlock-Brown' 'William G Adams'
364,35852842,Fast Healthcare Interoperability Resources (FHIR) for Interoperability in Health Research: Systematic Review.,'Carina Nina Vorisek' 'Moritz Lehne' 'Sophie Anne Ines Klopfenstein' 'Paula Josephine Mayer' 'Alexander Bartschke' 'Thomas Haese' 'Sylvia Thun'
365,35873596,Vaccine Safety Surveillance Using Routinely Collected Healthcare Data-An Empirical Evaluation of Epidemiological Designs.,'Martijn J Schuemie' 'Faaizah Arshad' 'Nicole Pratt' 'Fredrik Nyberg' 'Thamir M Alshammari' 'George Hripcsak' 'Patrick Ryan' 'Daniel Prieto-Alhambra' 'Lana Y H Lai' 'Xintong Li' 'Stephen Fortin' 'Evan Minty' 'Marc A Suchard'
366,35911666,An ordinal severity scale for COVID-19 retrospective studies using Electronic Health Record data.,'Maryam Khodaverdi' 'Bradley S Price' 'J Zachary Porterfield' 'H Timothy Bunnell' 'Michael T Vest' 'Alfred Jerrod Anzalone' 'Jeremy Harper' 'Wes D Kimble' 'Hamidreza Moradi' 'Brian Hendricks' 'Susan L Santangelo' 'Sally L Hodder'
